,Florida,California,Pennsylvania,Texas,Virginia,New York,Massachusetts,Colorado,Connecticut,Arizona,Utah,Illinois,the District of Columbia,New Jersey,Michigan,North Carolina,New Hampshire,Wyoming,Maryland,Maine,Washington,Idaho,Oregon,Georgia,Iowa,Missouri,Indiana,Minnesota,North Dakota,Nevada,Delaware,Montana,Louisiana,Hawaii,Rhode Island,Vermont,Alabama,Tennessee,Wisconsin,South Carolina,Nebraska,New Mexico,Ohio,Kentucky,Alaska,West Virginia,Kansas,Mississippi,South Dakota,Oklahoma,Arkansas
2018-11-01,238322.67805602693,546852.6384587134,188663.7313568834,211187.57873727567,273189.2634809347,343171.42129252973,433746.78397668665,391833.4809260669,263955.60834847536,262185.96419310605,328350.2696876397,197113.01436843225,576312.6406129835,348101.0826620331,168117.0991730961,201081.57010052897,285149.7508576159,245679.18863875163,313330.02615546883,237661.09615632423,396466.32918876415,265866.47911378025,357585.42956134985,200213.1409829401,159244.0568118117,165834.5083705883,153630.65429091954,251804.28625348015,225867.88296317286,299619.8658179627,272264.22954477556,260820.25130367247,185779.83678583684,610862.602795864,297026.2784890854,272663.89118266915,155008.32589382652,197258.36505766772,205377.32833865882,188082.6136457975,178148.07788325954,192350.37210113145,150547.16804562914,138936.18538575698,296423.853455943,119410.8965746803,152357.07626212496,141467.87292524264,205476.73307471894,138527.53117472178,148600.50242278224
2018-12-01,239655.62322057845,548378.9071817169,189055.33345827428,212068.01863182054,273752.53250510694,343858.41567711625,433366.66685686464,393180.3134780641,264062.41307708895,263373.95710499975,330067.78842463606,197516.16480189993,577770.9365334064,348923.7913348193,168730.76266255352,202158.08359043894,285588.7450228499,246087.95886968562,313856.08123376424,238272.21571863737,397127.7328816461,268295.562797494,358504.38735727273,201626.23228163287,159683.05046036304,166374.3619110695,154377.5155437781,252562.22628569743,225519.2330209445,301174.32830643846,272829.65074308176,261496.27682154637,186013.9926725536,611261.9255930521,297166.0265648938,272840.60274754907,155557.59380523625,198091.86730987197,206114.96332010804,188684.55011389323,178598.09624380185,193038.8366206704,151310.5408331273,139469.3069143922,296046.6711672564,119683.45003148529,152816.86551298003,142093.1130193584,206231.98921965391,139282.74751567707,148993.9202125825
2019-01-01,240858.52027180046,547902.8957199048,189751.6972622308,212940.33029990958,274515.70588204934,344975.6550813072,433233.1524541227,394712.1425614478,264213.95112535654,264691.8788342012,332247.35160660255,198366.18701383876,578934.4599979889,350022.66795361746,169902.6223730488,203343.2674248897,285931.051266822,246630.70992590254,314552.7790449505,238880.7572691583,397876.4965651867,270614.9530226542,359889.03052261285,203129.4396957575,160378.0055098812,167132.8350785872,155321.6705769265,253779.76279726744,225581.19370279065,302459.7345768683,273878.8309435979,262244.0820809188,186914.0342430819,611357.7615355202,297375.1788643578,273116.5453920444,156495.80228832018,199295.12365023358,207363.92325873522,189509.64498099478,179407.74713204277,193846.88762970435,152214.33672742068,140200.65242474785,297957.3465859813,119948.7024190545,153343.0235206318,142655.11031341748,207208.15165858448,139822.56596655046,149616.64854976375
2019-02-01,241937.90122253573,546266.1268844471,190799.06970656253,213709.0967142684,275622.2286355568,346549.3617888508,433754.95054875145,396701.36524838716,264583.5669517037,266284.9605390537,334793.935847482,199611.71531035754,579181.1472289268,351361.39862866764,171350.48538382564,204453.4732194822,286540.4734901059,247480.3819654399,315738.5826269779,239495.7885261917,399081.31060708157,272845.92194579256,361667.0230126949,204503.214915507,161359.35053334272,168015.09947055127,156299.71843111157,255486.40384820252,226215.70208354015,303824.2831273924,275358.23390243977,263103.9971744323,188218.93888373533,611674.6633577888,297985.26880845847,273465.1488915209,157612.24504921597,200813.1401094185,208973.72851163647,190355.65809356837,180351.91950256066,194555.33628222262,153239.35881793438,140989.31380403205,301855.9301389332,120240.72500538397,153960.81106162214,142996.21408569897,208331.43711804625,140267.95108194667,150353.22922859344
2019-03-01,242667.79137505792,544411.6732111777,191900.77142391758,214374.19582135262,277056.11778812204,348255.4086757211,434909.9957489196,398865.2488349566,265139.400701271,267836.7199780496,337636.3592650561,200783.1367381895,580842.9288272337,353133.5052298191,172917.88137633877,205596.22102672575,287548.2367176571,248772.5176179073,317396.1037456917,240329.60163715866,400971.5838360849,275181.970922381,363406.18628821446,205722.9552717644,162516.38280510483,169116.4045411486,157497.84910988656,257404.76247410712,227168.05634060278,305157.973935774,276859.15382599836,264441.77097752225,189838.61980768107,612258.8858970297,298842.93696383043,273950.37936242047,158907.66889195333,202434.9958811789,210722.53137220303,191330.07612283863,181464.77095616036,195389.17492965257,154275.07606202792,141852.39374782285,,120557.00856970534,154831.08970071434,143603.4847811611,209590.5350085922,140680.67013625358,151157.40509573658
2019-04-01,243194.8173763346,543347.3117597611,192790.71598678376,214935.90250324807,278479.4634860673,349690.69559510256,436676.1161391803,400801.25195625593,265723.572358537,269149.47081187373,339868.81026673614,201664.2518875966,583130.588183999,355149.97379231895,174302.13704397835,206630.82046308505,288853.3642417344,250264.43917909768,319152.2881506095,241266.9534673523,403027.3445541879,277529.1391159343,364766.7373592695,206726.27676227363,163466.76899203114,170095.56748937667,158504.17840278536,259047.1801615927,227976.37984506923,306258.3792339449,278196.11151513195,265937.6902503829,191290.08274392574,613350.6499508222,300047.9712162516,274463.81230495597,159921.3361073687,203816.75451633087,212145.97756515365,192198.01422619392,182453.8065127924,196428.1867936084,155066.29644119507,142657.73367184828,310758.5125744501,120844.48332164613,155704.63121168953,144336.22442585757,210790.2029965463,141205.25479239773,152009.27901549076
2019-05-01,243478.07961948062,542710.127369917,193375.28711361045,215440.63831845718,279435.779662459,350510.6702136626,437922.65738482674,401822.67477126693,266014.004319738,270112.377542161,341305.97141817183,202057.30632044026,584696.1265944177,356692.2320001452,175373.29950591293,207529.7050098131,290193.2234505001,251560.28663493818,320354.7212246808,241868.07778303302,404818.00172927696,279779.0496561047,365470.09150252654,207549.66758171888,164189.85089475755,170786.6906197136,159250.07888525727,260073.332904508,228645.6621871886,306601.54396459693,278749.0257445563,267268.35938236647,192320.53747756555,614240.8828393616,300916.00670607557,274755.2239772463,160591.17630769027,204942.64722471745,213186.60745487208,193023.81105096996,183286.56261729394,197673.4764297648,155560.843072516,143219.29435225317,312986.2639350332,120932.55141841627,156337.6400380288,145049.38291732618,211721.5569961681,141635.07458487645,152749.7543103318
2019-06-01,243888.46805957114,542317.1986691564,194013.20718668945,215930.28776960136,280052.93128150987,351511.3627533544,439024.0711862473,402443.08708838973,266171.66072058096,271101.8764807715,342230.7139955459,202258.94607146922,584755.8424465633,357806.3427214574,176158.43560826164,208277.65780922197,291586.3843303344,252987.91341380836,321147.5289465592,242372.11692605252,406215.8218105561,281992.29078966245,366028.6750911193,208259.2591493722,164802.45098641876,171361.1979729467,159839.85247348776,260807.03037521962,229597.45810840014,306887.66366790544,278771.04494020133,268435.1479090892,192874.8468774891,614796.9186929214,301703.3869593941,274994.8771496339,161129.8687774328,206070.8893961369,213995.71995392177,193828.4690186906,184122.72531636572,198816.09473929656,156034.2013208689,143676.23417449184,314531.79851582646,121026.91029839905,156867.22678064473,145708.6292824324,212498.63103968368,142199.84121514027,153570.72981443114
2019-07-01,244419.10633427455,542730.1101256629,194732.4866764211,216449.8073774198,280508.52429276507,352531.6233735669,439442.20879223855,402905.29910839006,266366.1343183941,272099.87425349467,343118.2740570311,202149.44510259977,584430.6390161392,358355.6806546837,176549.15177133834,209026.13790590948,293223.3160266747,254389.3403035434,321715.61494206864,243098.58731295748,407445.75569742103,284213.86693233787,366435.89869720774,208978.33618899193,165273.70883908242,171771.00316164768,160467.79777022218,261323.06665699536,230627.74204888308,307137.2771886845,278507.94500812265,269593.8628855218,193401.18763775154,615176.8835623226,302263.88195410435,275585.50923236384,161803.48554208246,207210.860334433,214838.17125506036,194606.56891780926,184823.40426542857,199731.86869015734,156566.94913758818,144097.45586975175,315687.1670502475,121222.1440946345,157353.10832130708,146289.30756711552,213131.23418572336,142822.70542754896,154173.9615357753
2019-08-01,245142.78601759733,544457.0226654432,195487.48361791414,217072.51177797024,281148.1678771104,353752.2532408447,439638.7845231824,403722.70632584207,266649.4523428522,273323.8172737043,344275.8064901889,202042.04429241436,584469.9413273573,358817.68210229377,176703.7749562727,209853.7620192557,294722.88273349305,256076.27522291048,322328.9679574508,244345.07420194024,408770.9628946655,286549.9031983274,367047.74102124624,209810.97912652357,165615.26314800646,172114.06402205754,161206.61034534877,261820.53190848845,231375.58290070875,307668.10639021714,278496.44937561644,271113.1725701242,193742.80179784785,615205.6811758671,302822.9091923253,276404.1595151365,162604.0775603851,208415.55596378967,215656.49240099444,195372.87730115184,185545.47355138173,200441.348997784,157064.35347054826,144561.97082529,316775.28231840883,121258.90812967002,157971.32186885018,146657.26215135655,213738.1935957688,143380.5640078917,154612.93729497556
2019-09-01,245862.21168462222,547096.6727428784,196172.7174071368,217752.95477958294,281882.1373475815,354419.5242967226,439560.81199377234,404570.00172030827,266726.44790347805,274764.2869788374,345771.3816958992,201766.03763328135,584750.8709317404,359044.98752556037,176735.16191871287,210646.36477667032,295861.6937293014,257310.9046640018,322793.3643402546,245445.9653708097,410035.8030455696,288732.65983154206,367575.0271472254,210581.23779898082,165895.3840264991,172252.66606152122,161874.25298123015,262102.5831949585,231649.64600160313,307983.7901317177,278302.0925660629,272390.9127498302,193896.25780880704,615010.3517591095,303442.45834521955,277224.6103608168,163220.63164875703,209487.42024841122,216360.3234416164,195948.1225472296,186200.984710557,201018.7190909191,157481.6262528254,144910.75860078682,317877.2174834094,121115.6405909885,158492.2692385477,146627.11377300342,214278.24635264152,143677.3225139179,154646.19306658767
2019-10-01,246815.57904100124,550208.2534605843,197036.1843996688,218663.85713165594,282844.2463952459,355171.9050110095,440203.01581584226,405840.825776412,266968.235154145,276475.95138357,347683.6631926775,201840.25460880288,585283.1004883079,359703.38877752004,177233.5547465342,211701.61648729016,296947.49029444606,258652.8926305957,323308.29532791383,246766.0139787716,411919.3714456057,291292.1786713959,368528.3317589672,211568.33268084322,166629.75038389812,172758.3612595792,162628.0422111823,262670.56651889253,232091.74675540606,308272.06083870254,278090.98194475286,273568.7086286635,194036.31878098263,614873.5291648624,304331.15896718315,278240.3774338612,164018.2650419653,210750.83455112344,217167.42080042325,196691.6031769386,187085.19567045654,201737.3125632455,158052.0281010987,145508.36429754677,319050.15803661785,121122.0585666519,159253.6249229986,146835.41182822982,215232.448613057,144213.05237025607,154918.77872128366
2019-11-01,248119.56466166684,553596.1380462853,198135.3289242666,219742.4005899053,284121.33989591757,356674.52179824637,441675.0169746697,407599.04517712165,267515.1652571216,278475.51470878226,350117.0258556845,202181.2759445995,586449.1812146127,361005.5949994824,178090.31188856703,213038.57141231676,298325.39441596554,260052.7189684197,324195.6126373276,248258.2175375761,414457.08524978394,294183.23362569144,370142.52557858796,212780.73210989885,167459.48589137002,173549.2279084308,163566.75290534133,263685.3826254177,232785.84721268225,308772.6134014413,278259.01575035596,274784.542556941,194583.87663533364,615903.7071960367,305914.5337155044,279689.7009970551,165105.51543745032,212265.5232920934,218161.92655916468,197710.18866554438,188102.61163375108,202829.5458159517,158898.00519686157,146333.31059207596,320595.18784311175,121275.56838509988,160237.40109778903,147180.43561309573,216411.73752783387,145138.61646208065,155385.88432398703
2019-12-01,249726.61897601362,557107.2867868586,199327.36397656248,220916.78793545,285689.960203103,358585.7157610389,443388.4789048818,409686.19751249487,268401.57956643344,280565.4680879373,352993.2407618216,202916.46109687656,587974.01205053,362719.8812593215,178968.3644552629,214510.8709539707,299814.2772207914,261828.40246054498,325421.629049924,249750.0878569669,417681.3050465219,297440.82046664355,372311.3713918808,214275.27570283134,168291.24386992212,174587.58168256006,164657.21118994476,265065.4003173204,233665.1256579686,309603.824969961,279060.54179243423,276184.57747213833,195654.21570085865,617484.5358230602,307643.12095705577,281475.79775437736,166502.55445302348,213907.66966665594,219296.75552380353,198921.61254350553,189214.78832493248,204286.29656883134,159827.57142216375,147308.59502550983,322110.10094415006,121522.32875595237,161356.99280820644,147749.23189300488,217760.80608148873,146459.98918513473,156134.50230304894
2020-01-01,251673.6299171728,559975.0379507482,200504.31396943823,222109.07741873525,287391.6773173725,360941.6331647612,445586.700968604,412027.0693794147,269598.2463668501,283093.18582861207,356029.3362946603,203952.2600348735,590636.855064489,364913.22486964596,179932.4502341767,215884.9074845882,301520.4260216327,263084.72772107756,326976.8754340502,251328.0087357921,421240.7766787261,300778.2575196011,375179.8866394502,215895.27444182386,168604.29959641022,175625.91684023538,165871.92561869355,266715.94264005794,234025.1432338533,311175.3146376132,280266.6891109149,278043.05866843817,197158.56769854165,619841.0108426937,310077.1741551345,283048.5160504053,167802.67926652727,215740.58148456737,220524.28380015877,200216.23017385005,190248.2085637605,205802.0100387394,160866.94765195195,148307.59549522857,323401.2623131173,121584.94725369434,162424.9810627038,147916.55609453682,218775.64665331258,148008.53430112984,156609.91391745777
2020-02-01,253507.96999097723,562281.2875034533,201737.83955622182,223262.5469215395,289039.14633841335,362737.72006454115,448079.3786828797,414634.80713603523,270880.5389392334,285858.19939797395,359273.9494088336,205159.0050065615,594294.3153602736,367022.0767679491,181161.74468104297,217227.20857096495,303286.0750591021,264051.9999765207,328722.1222059266,253000.35961998394,425137.67396435933,304279.528806427,378098.6419585778,217509.28308174212,168912.84524253846,176772.08831660007,167072.37132411852,268552.1499236534,234266.86596473062,312918.8049513618,281642.72518380074,280174.99609774986,198537.82857818622,622308.5826155171,312581.3922724768,284270.24335023254,168886.8284233829,217405.6994259689,221686.99202066823,201287.23063741424,191237.8220094184,207018.84455817114,161921.55301780676,149157.06067055868,324223.9524776573,122074.0829225194,163611.95532453395,148220.01557634378,219637.41049189004,149320.26666913208,157202.7447175946
2020-03-01,255119.5819621335,564503.2506226976,203061.58053037198,224387.48324403985,290577.20619142154,364390.84929530765,451197.841496842,417636.24759673624,272659.4446280675,288995.60501388815,362712.14047985984,206339.17292629505,599177.2532159872,369670.1011993137,182658.0433569902,218726.58815641233,305491.8928688527,264960.9854061194,330549.81649645086,255246.15202182392,429493.82964227744,308116.3768766701,381167.81336334255,219038.94894570686,169275.00501186002,178057.49122086252,168376.9563320173,270560.4007284548,234539.1956418401,314856.30633936863,283106.6464901279,282917.36759738874,199592.9543061418,624704.0292454298,315369.8270234677,285297.07995058974,169998.67285202982,219022.91868035667,223003.87723426466,202421.51661030413,192224.89252002395,208260.36228836104,163064.42756234686,150066.8841671329,324687.76473279763,122926.27961950774,164980.168516416,148931.1104019764,220677.22265724375,150265.7118743343,158032.42685360968
2020-04-01,256099.85843831266,566554.9910300928,204513.17512927027,225198.45222155206,291866.8212361426,365763.92904277844,453920.2524003253,420493.01785705605,274377.45481409226,291832.90337491554,365936.4868730747,207190.29266824946,603987.237151472,372230.4808937689,184065.6839268616,220169.96644177396,307606.79864151665,266254.7027305784,332177.223272643,257575.51777030135,433836.39779249456,311935.49890946207,383559.14911886625,220251.50163362242,169848.03380751933,179215.51933277314,169631.89828952414,272354.5301556846,235258.50368093266,316215.93837919977,284216.43734127353,285425.31046936504,200434.13400268098,626598.7290627521,317731.97602867667,286360.9624540859,171155.3173589648,220386.1893995535,224368.19462962224,203461.4687722657,193175.99844307572,209546.66176717586,164101.04685987454,150854.940067084,324746.71852806257,124031.29071125986,166311.06986978615,149915.8578982484,221921.74955989813,150775.83302844327,159230.80478004544
2020-05-01,256370.20218511857,566814.1255253594,205393.7606483451,225488.0267725275,292553.211679855,366958.5432228519,455549.57796518225,421856.22784340294,275340.299898068,293803.773534278,367864.5841585722,207300.54866936567,606734.8975236899,374127.5346923889,184749.75067856922,221124.06683841092,309312.338643684,267397.37404046213,332882.26462099375,259543.1769900608,436595.4490426716,314991.6329277858,384608.2241794027,220844.98427534042,170435.4617557279,179985.95789078134,170540.77139462254,273283.60209907586,235735.89270770762,316566.03010748536,284372.6716003525,286982.04292685416,200709.28282425506,626871.3093060175,318779.2926613076,287281.25797958166,172133.91238072424,221354.78928960403,225465.30923700612,204358.89487609838,193874.60770576695,210718.1135566224,164764.5352509598,151622.44607950817,323930.7685918392,124795.47872538275,167075.83462138692,150699.8180498702,223023.19653606988,150920.31098979284,160229.48755933973
2020-06-01,256505.76111474956,565586.5030022439,205757.83642413086,225661.3486455277,292990.866586867,367604.3424847023,456282.74095844274,422057.04556798766,275504.1763706857,295157.0159460918,368920.53697693645,206983.55818970167,607225.1563978548,374854.46560154954,184984.9297497566,221826.2507100917,310588.1669537909,268281.86404408707,333008.4579050764,261187.54491628302,438061.40703873866,317210.493527994,384673.2475422933,221227.88311277807,170938.7060282489,180407.99986272797,171083.68470197308,273505.9325086365,236028.39861549065,316343.0645433445,284191.28319967055,287610.11927236797,200605.82904020665,626017.0582923336,318881.448006298,287928.79550452734,172964.9755190851,222090.8362544302,226203.76997188773,205139.8693728083,194493.5318626368,211871.50292664042,165228.42050964196,152313.280389904,322786.4230016719,125109.48467752551,167548.07396928984,150984.0174971737,223788.1468466265,151081.15574302297,161034.72629542087
2020-07-01,257084.77956219667,565428.0840611792,206074.54981100687,226338.8807042678,293793.1546903404,367787.248854264,457126.77447624336,422223.9289003304,275561.05983341235,296746.25856074505,370199.0221297376,206687.78299194193,607426.5510563039,374905.32121821906,185244.5718704978,222877.96481860898,312054.08020289877,269229.12068106857,333420.88880621194,263144.09217469284,439309.55599253956,319521.33627578407,384903.13497158606,221984.75317545538,171664.5866739688,181191.79608189422,171600.50463587753,273529.6593785582,236345.28108185227,316391.5411476141,284639.19014319725,288486.56638984376,200431.54533172946,625603.6152855027,318985.33790989063,288898.31529687357,173849.16383907894,222895.24635908965,226925.84897657644,206174.87246086527,195447.54457664685,213409.79572438926,165901.0698692427,153282.79497726142,322197.37118677306,125383.41903452661,168399.57643322353,151786.38916935123,224804.47530851708,151538.96506029487,162006.84921856842
2020-08-01,258680.86691773232,568729.4902585838,207134.32908355314,227810.67728231277,295734.41029666195,368206.633070159,459716.21664286446,424019.33361149835,276834.8680618124,299514.86911497294,373209.2088389245,207207.75167234262,609569.9308915038,375909.78740775865,186260.74194236347,224882.83568759728,314787.65922048315,270760.2029516735,334995.396968571,266324.6521348841,442583.8512097201,323044.34325012536,386970.98317811283,223723.94775887366,172665.63346354093,182680.0108352766,172513.81312338647,274371.91597713623,237144.98222684045,317617.4300115592,286336.861856662,290704.68898626766,201156.94569552367,627657.7210036794,320611.139786,291101.83414853126,175174.0713509419,224389.24924184455,228477.29209907728,207782.06861607163,197074.1604458803,215595.03491944456,167287.2504890143,154738.04079796307,323098.6496060511,126126.8678478765,169831.21750023492,153176.268724776,226324.7483868768,152670.9180539721,163437.74292980068
2020-09-01,261240.75727756709,576058.7364080242,209389.01660254152,230032.46896406604,298933.1508871939,370320.56017181464,464679.1067083992,427920.16941957455,279709.2995863285,303882.8984342964,378297.2484674598,208861.7976941608,613970.7767673122,378980.0740935867,188428.40035395641,227901.12580825528,319388.20512087684,273009.76882341073,338090.3500731395,270979.4714514471,448475.58830308216,328664.53113828733,391188.58964063483,226504.76127009877,174428.65876254908,185201.8256458094,174186.88715206788,276562.72670147166,238862.19732737806,319884.13097388373,289305.34368590923,294722.0695431827,203059.39190388538,632531.6847046171,324065.0368763939,295156.54344726837,177134.89232032452,226914.32099683725,231305.2192972059,210185.18040681313,199483.11652772466,218506.20332816555,169489.97201782066,156912.10866878787,325044.3162238699,127598.54960223031,171913.11010157797,155221.74098972933,228827.49005935274,154480.0035784534,165431.74539418897
2020-10-01,264269.92143708,585469.9953635844,212221.12206915487,232540.00725791932,302903.1461142012,373785.5037437084,471282.94953256607,433127.8035617457,283939.5181729158,309052.7725163065,384844.2378931546,211101.74616031905,618502.3638006047,383737.774106507,191088.3060907059,231474.2180349757,325211.8710698866,275453.71640326566,342012.8679178508,276437.76538737403,455945.80071432964,335990.3054822627,396940.95220332843,229931.0849974514,176340.14066941236,188058.5241174154,176384.685787109,279760.81554774183,240109.59136627323,322792.55955283693,293154.39966661483,299613.91244627285,205013.6435425918,638620.377249395,328863.83099140343,299462.29099822947,179354.95903018373,229976.57168451164,234826.00319192198,212977.0770528988,202054.1789254786,221690.1465173296,172190.96716075527,159313.83177438346,327083.77940943354,129568.36633171648,173821.49032079542,156781.57252352426,231472.08999684828,156536.15354245747,167381.0126748679
2020-11-01,267826.4773671275,596428.9121332174,215609.72631562408,235399.77028729115,307192.84662009624,378364.6639594491,478965.2208290997,439069.9293967635,289064.4414580791,314768.81615167274,392321.9823879493,213749.10633528276,623271.6341519704,389594.5971498418,194116.00162940807,235313.82903668113,331634.25839558133,278256.9876886259,346475.4281071643,282289.53529611207,464333.8948691885,345029.5414452061,403786.7127188456,233771.0228997455,178190.75453489507,191112.26890770652,179144.47856531417,283496.99521988066,241125.1676124763,326501.9676686686,298023.50775534444,305592.9224330973,206423.81781455342,645848.3230706364,334584.90394857724,303496.59756367654,181710.99963596996,233318.1324762116,238281.54023868093,215994.52840770673,204675.00336002154,224828.20349511268,175163.8458916943,161807.0631509862,329065.10858841107,131909.6531402586,175727.56877159156,158045.61275553805,234415.0669287031,158934.221445863,169266.9271854261
2020-12-01,271361.3875769921,607360.0460496972,218799.57193910706,238170.48366700785,311287.9694927388,383415.6896814925,486653.2324607743,444887.055357019,294398.4714575272,320350.02843390405,399930.61748596636,216229.43958405903,627189.6485860732,395810.96811800037,196876.44163473774,239118.56155983693,337951.576642306,280835.81925781514,350785.7330425352,288008.88472696894,472366.2993765026,355148.705812919,410886.7629192786,237590.84422478316,179466.04474733924,193724.2318825646,181831.52285794538,287184.29769745306,241413.01986452306,330665.45251904614,303601.61539796414,312057.1068614473,206984.6606020918,653168.2088075185,340627.54808700347,307424.7724198694,183731.08623110468,236357.7365632742,241237.8997214865,218833.21631311128,206990.05148063155,227692.82295915482,177953.1288690743,163959.3997041253,330744.5567631903,134157.85948775266,177280.0895767352,158925.43403445501,236959.33728183093,161287.1775127493,170721.61937484803
2021-01-01,275019.96116792475,616437.1033963109,221736.42820461513,241079.18840314585,315034.68479516514,388197.08703264146,493605.86313920125,450484.8954109889,299436.76262970694,325847.3551413832,407563.9772009351,218686.520747734,629997.0644882295,401604.3574854601,199714.51324283498,242732.54210767054,343987.5115508244,283304.9212404362,354777.9378708601,293316.1152035799,480164.8179243678,366048.98147142585,417875.6400204177,241417.2219462085,180430.99690150877,195981.72099520688,184310.97552767672,290572.4865810012,241856.3104392263,334916.5537302228,309089.3442536372,318698.36172567436,207366.64948360468,660043.635193748,346270.2744298692,311586.98805905745,185619.9526750252,239400.86507291332,243693.27013581677,221487.37399243857,209299.88235096863,230492.6813549043,180398.9653455757,165776.8506231416,331845.8821814231,136352.6351064914,178776.34199272643,160029.2876378272,239317.8254586379,163500.70949839926,172135.67507948767
2021-02-01,278664.92630882835,624203.3006844561,224603.18533274464,244177.46060938027,318754.75417924323,393186.5575734214,500482.5241126017,456828.2954823051,304297.50370436144,331558.07845746476,415896.74601035705,221368.56709281806,632371.0593455686,407492.0002930318,202819.3626922625,246456.6077114163,350309.1733141079,285747.9465967585,359128.023658647,298451.8190984429,488613.5073324183,378164.5273981779,425255.0800166744,245401.69202208426,181534.61471498176,198331.19943011066,186804.85898807275,294015.6763050517,242427.12983251247,339423.4532059562,314499.0386909065,325702.9865330604,208142.97501705925,666827.1026144518,352161.3411696744,316221.83590239537,187577.20890221364,242677.26756274785,246085.11911915464,224213.0117508896,211800.00622017265,233755.07683295835,182700.35782437897,167458.97769687453,332440.9031614755,138426.59102538598,180391.48312968653,161409.18263359801,241893.1161730381,165524.11432690712,173672.13054406503
2021-03-01,282559.86972461996,631238.8331700073,227587.2297158195,247685.3628288048,322533.0410309042,397848.65655930364,507430.4495807099,464530.80819672084,309031.8210142864,338238.6197846401,425142.32199426816,224103.58902274517,635728.3763714377,412931.8200552606,206118.93875417093,250262.40949251867,356837.895536534,288556.81525523623,363924.61101518874,303392.8066432164,498023.07305136276,391719.8484556915,433156.47085484915,249579.03683498167,182906.36263897433,201131.63947407072,189659.2875483395,297448.97500619065,242912.29579646917,344665.6665529351,318975.4796026308,333454.33776203083,209117.7552399669,674016.1158827948,358284.275099115,320207.21594310954,189713.038335202,246155.4797745853,248381.56002887807,227031.4613820786,214637.8924815265,237258.68441667224,185068.5002531154,169139.18337156976,332699.2189174591,140559.87591960342,182434.9139592497,163049.8909197983,244685.6247798704,167492.01229604968,175516.94956984802
2021-04-01,286891.2543191509,640449.2800178662,230647.47881093863,251578.32000777102,326582.0145480355,402180.30428891233,515155.2202930271,473492.55732479534,313709.67216022045,346055.47180601105,435506.84039024933,226680.52844013216,640201.1053397731,418491.34294767916,209508.3156576002,254395.0881874429,364181.05938170664,291637.20247216854,369123.9237532839,308811.80738834984,508723.4611189582,406301.3280163924,441449.56545521604,253944.16125249214,184677.0783459807,204467.66703110348,192732.8345852878,301271.84487290215,243849.86527416413,350827.448599479,323304.8946044657,342247.65163846005,210119.8079464635,682840.4901159042,365021.3785050789,324195.89760781784,192090.9975947759,249941.84388231524,251222.7905640138,229987.3306485182,217806.7091104239,240945.7055442326,187616.70710211433,170878.34609184897,333630.7141977392,142338.35864470227,184857.7109711585,164941.17993453526,248008.73752652874,169430.87762715283,177565.27674889436
2021-05-01,292132.91915285675,651478.230475163,233721.15165512625,256033.41528010988,330888.94545363245,406510.6466789924,523215.21956878575,483184.4966738941,318582.4519710701,355384.95160413947,447017.56698154594,228997.55847647262,645615.7606799267,423948.69918382476,212980.52190795806,259043.43134320024,371881.43008316896,294525.21421178617,374191.4126476138,315006.5393154855,519653.8106800649,421438.6537231773,449568.77431585715,258654.5048197168,186712.42469453253,207993.00271357418,195915.7430211675,305586.0644056602,245479.53925352215,358227.92894987017,327586.76497459254,352182.972674533,211127.0242499203,693280.2833704053,371828.22621257976,329478.2727650044,194760.31377401482,254271.18533200477,255103.5114341233,233431.6699249949,221193.09468517857,244599.8013419582,190291.4805770795,172753.43165384987,335690.17938497564,143864.20445738253,187644.55729713416,167016.7313602513,252001.62445950447,171446.55586918522,179862.39233079148
2021-06-01,298550.0546555519,663319.6580546709,236943.54771599788,260800.09831386464,335134.2706783041,410566.3862193031,530840.4370713768,492701.96636502724,323469.0463788758,365641.104588649,458673.3496990761,231412.49180743485,650761.1569363625,429351.58697160607,216577.02758442404,264284.5014075152,379474.16635705315,297018.51608466794,378673.99969644897,322118.8541140284,529907.1455869059,435123.8387227661,456928.5026527,263759.913930957,188911.7431559748,211396.7714473712,199106.08752448473,310292.92382029205,247829.4622339936,366670.69692468544,332326.6754549388,362159.028041936,212450.49573190208,705055.278671418,378215.9002730988,336319.0152473822,197810.24939895087,259614.2430067542,259683.22469561416,237469.56685951268,224509.05255442436,248300.48468017395,193041.28211842492,174890.78087659445,338501.4102918669,145442.26656312298,190498.1402572765,169306.22130689956,256480.3208466613,173654.31464793053,182543.34498452485
2021-07-01,305121.5080097905,674022.1938300134,239281.12515675393,265173.10281571647,338336.8844677626,414149.569917653,536014.7942126634,500644.2119604356,327072.12893896404,375858.6986268284,469319.64669468376,233467.8104424084,653218.8060610215,434174.1806647516,219282.68245959925,269154.67171616905,385211.353869479,299260.9376928704,381804.849978259,328759.7561438418,538236.8630836308,446201.5532276672,463314.9491844638,268393.6653159028,190877.12774853923,213863.79147454494,201877.6063687205,314396.9091473389,250067.1811959624,375386.06819125236,336084.28750624513,371129.4876926031,213499.11138652635,715343.1627132081,382789.8221477444,344188.8247790311,200834.00395669244,264984.72380947747,263759.5602865159,241542.5211664966,226904.22629504118,251563.95721876924,194976.09074445732,176785.04345412436,342547.1704572536,146203.87739094385,192929.98477528067,171631.3426199518,260907.43072771878,175535.91151626103,185301.05511142267
